BeerID,Name,Style,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,BrewMethod,,Difference_Size
9223,Bombastic Red Handed Ale - AG,Irish Red Ale,98.1,1.0662,1.0167,4.43,41.96,14.92,117.89,60,1.0415,70,All Grain,,19.79
9531,Lager (Vienna  (Gold),Irish Lager,98.1,1.0649,1.0151,4.67,27.19,11.19,117.9,90,1.0432,70,BIAB,,19.8
9870,Ruabeoir (5 gallon),Irish Red Ale,98.14,1.0715,1.0162,5.83,26.23,17.59,117.93,60,1.0434,70,All Grain,,19.79
10084,Fat Bastard,Irish Red Ale,98.15,1.0643,1.0115,5.62,23.58,13.96,117.96,60,1.0363,70,All Grain,,19.81
10681,LHBS Kentucky Common,Irish Cream Ale,98.16,1.0608,1.0114,4.9,25.66,9.56,117.98,60,1.0332,80,All Grain,,19.83
10723,Irish Red,Irish Red Ale,98.22,1.0664,1.0152,5.02,33.44,14.81,117.99,60,1.0384,65,All Grain,,19.77
10843,RED Irish red,Irish Red Ale,98.23,1.0704,1.0146,5.92,16.53,15.59,118.03,60,1.0411,70,All Grain,,19.8
10961,Colonial Porter,Irish Red Ale,98.25,1.0895,1.0201,8.63,47.17,35.87,118.06,90,1.053,66,All Grain,,19.81
11359,Stout?,Irish Extra Stout,98.27,1.0791,1.0174,7.07,54.47,42.85,118.07,60,1.0475,80,All Grain,,19.8
11503,Irish Red Ale,Irish Red Ale,98.28,1.071,1.0116,6.44,33.49,18.02,118.08,90,1.0403,70,BIAB,,19.8
12216,Wanderer,Irish Pale Ale,98.29,1.0622,1.0133,4.93,22.85,4.26,118.11,90,1.0408,75,All Grain,,19.82
12273,Irish Cream Ale,Irish Cream Ale,98.3,1.0573,1.0113,4.5,15.75,2.48,118.13,90,1.0315,70,All Grain,,19.83
12724,Raging Red Irish Red Ale,Irish Red Ale,98.3,1.0684,1.0106,6.24,21.3,14.43,118.18,60,1.0389,75,BIAB,,19.88
13048,Irish Republican Ale,Irish Red Ale,98.31,1.0717,1.0147,6.15,37.79,16.04,118.19,60,1.0372,70,All Grain,,19.88
13263,Big Al's Irish Cream Ale,Irish Cream Ale,98.32,1.0553,1.0131,3.91,16.34,3.2,118.22,60,1.0304,75,All Grain,,19.9
13693,Child Corn - Blueberry Irish Cream Ale,Irish Cream Ale,98.36,1.0787,1.0138,7.28,18.73,5.74,118.29,60,1.032,75,All Grain,,19.93
14138,Belgian White IPA,Irish Pale Ale,98.37,1.066,1.0106,5.97,32.56,3.48,118.4,60,1.0128,70,BIAB,,20.03
14377,Cream of Summer Ale,Irish Cream Ale,98.37,1.0663,1.0159,4.81,8.08,10.59,118.41,60,1.0341,70,All Grain,,20.04
14469,Amarillo Red,Irish Red Ale,98.38,1.0729,1.0155,6.21,24.09,17.53,118.42,60,1.0384,70,All Grain,,20.03
14632,Antwerp Afternoon,Irish Pale Ale,98.39,1.0661,1.0095,6.17,27.28,8.34,118.47,60,1.0375,70,All Grain,,20.08
14750,Big Kings Irish Cream Ale,Irish Cream Ale,98.39,1.075,1.0137,6.66,63.47,3.47,118.5,60,1.0457,70,All Grain,,20.11
14884,Improv Irish Red,Irish Red Ale,98.5,1.0714,1.0162,5.77,21.37,14.88,118.53,60,1.0434,75,All Grain,,20.03
14958,AHS Irish Cream Ale,Irish Cream Ale,98.51,1.0691,1.0146,5.78,23.07,4.61,118.53,60,1.0383,77,All Grain,,20.02
15474,Paddy Murphy's Red Ale,Irish Red Ale,98.52,1.065,1.0151,4.7,25.86,13.99,118.56,60,1.0384,75,All Grain,,20.04
15694,Lc4 chinook dark Irish Cream Ale,Irish Cream Ale,98.54,1.0611,1.0104,5.34,17.07,26.24,118.58,90,1.0388,65,extract,,20.04
16048,Fruit Beer - Incognito Blueberry 2,Irish Red Ale,98.55,1.0759,1.0128,6.91,29.38,18.94,118.67,60,1.0468,75,All Grain,,20.12
16769,Irish Cream Ale,Irish Cream Ale,98.56,1.0716,1.0154,6.01,20.91,5.01,118.7,90,1.0432,73,All Grain,,20.14
16830,Belgian Pale,Irish Pale Ale,98.57,1.0738,1.0147,6.39,23.37,8.5,118.73,60,1.0458,70,All Grain,,20.17
17345,Honey Red Rita Ale,Irish Red Ale,98.58,1.0596,1.0082,5.45,24.43,14.25,118.74,60,1.0309,72,BIAB,,20.16
17451,Iverson,Irish Lager,98.59,1.0689,1.0145,5.7,29.14,14.19,118.75,90,1.0395,70,All Grain,,20.16
17771,Alfie Dirty Blond Laphroaig Ale,Irish Red Ale,98.61,1.0638,1.0143,5.01,24.62,7.83,118.76,60,1.0429,72,All Grain,,20.15
18196,Bubba's Lean,Irish Lager,98.61,1.0602,1.0132,4.41,21.08,10.39,118.83,90,1.0407,65,All Grain,,20.22
18203,R & C Irish Cream Ale,Irish Cream Ale,98.66,1.0535,1.0077,4.48,19.91,2.68,118.84,90,1.0324,73,BIAB,,20.19
18219,Hoppy Irish Red,Irish Red Ale,98.67,1.0616,1.015,4.39,48.18,16.76,118.86,60,1.0412,70,All Grain,,20.2
18282,Candee Irish Cream Ale,Irish Cream Ale,98.7,1.0513,1.013,3.17,20.99,2.9,118.9,60,1.0275,70,All Grain,,20.21
18476,Sams Vienna Lager,Irish Lager,98.7,1.0604,1.0132,4.59,26.15,10.19,118.93,60,1.0354,75,All Grain,,20.23
18695,Irish Setter Red Ale,Irish Red Ale,98.7,1.0689,1.0153,5.63,15.59,14.35,119,60,1.0357,70,All Grain,,20.3
18749,Honey Smoked Red - Father's Day 2014,Irish Red Ale,98.71,1.0725,1.0163,5.96,32.32,18.87,119.06,60,1.0447,80,All Grain,,20.36
19356,Sams Vienna Lager Light,Irish Lager,98.74,1.0529,1.012,3.7,27.62,8.5,119.13,60,1.029,75,All Grain,,20.39
19453,Cereal Killer,Irish Cream Ale,98.79,1.0841,1.0157,8.12,42.3,4.33,119.14,60,1.0527,75,All Grain,,20.36
19471,Irish Cream Ale,Irish Cream Ale,98.9,1.0631,1.0083,5.85,6.91,3.19,119.17,90,1.0309,65,All Grain,,20.26
19681,Cream of Three Crops,Irish Cream Ale,98.91,1.0508,1.0074,3.97,18.47,2.5,119.17,90,1.0244,70,All Grain,,20.26
19699,Belgian Pale Ale,Irish Pale Ale,98.95,1.0448,1.0097,2.83,31.51,8.48,119.17,90,1.018,65,BIAB,,20.22
19820,4 Leaf Irish Ale,Irish Red Ale,98.95,1.0737,1.0164,6.1,29.38,15.62,119.2,60,1.0448,70,All Grain,,20.25
21526,Affligem Blonde Clone,Irish Pale Ale,99.07,1.0775,1.0085,7.63,27.19,4.38,119.21,90,1.0489,80,All Grain,,20.14
21599,$12 Irish Cream Ale  Light Hybrid,Irish Cream Ale,99.08,1.0616,1.0141,4.34,19.41,3.59,119.27,60,1.0355,70,BIAB,,20.2
21854,Irish Cream Ale,Irish Cream Ale,99.11,1.0476,1.0062,3.75,19.24,4.95,119.29,60,1.0279,70,All Grain,,20.18
22007,Fire Season,Irish Red Ale,99.16,1.0738,1.0156,6.31,40.91,14.74,119.29,60,1.0459,68,All Grain,,20.13
22122,Red red rye,Irish Red Ale,99.17,1.0716,1.0147,6,59.41,22.86,119.32,60,1.0431,70,All Grain,,20.14
22280,North of the Border Vienna,Irish Lager,99.3,1.0726,1.0163,5.98,30.08,11.37,119.35,90,1.0385,70,BIAB,,20.05
22560,Leuven Pale Ale,Irish Pale Ale,99.32,1.0641,1.0134,5.21,31.88,7.44,119.44,60,1.0369,70,All Grain,,20.12
22988,Irish setter red,Irish Red Ale,99.33,1.0675,1.016,5.02,20.78,14.31,119.52,60,1.0341,75,All Grain,,20.19
23426,Knockoff Guinness,Irish Dry Stout,99.35,1.0479,1.0118,2.7,41.97,29.94,119.53,60,1.0252,70,All Grain,,20.18
23528,Andy Irish Cream Ale - The Revenge!,Irish Cream Ale,99.39,1.052,1.01,3.71,18.47,2.81,119.55,90,1.0267,69,All Grain,,20.16
23963,Red Head with a Kick,Irish Red Ale,99.4,1.0759,1.0117,7.15,23.59,25.89,119.63,60,1.0465,71,All Grain,,20.23
23986,Sunday Irish Stout,Irish Dry Stout,99.41,1.059,1.0113,4.78,41.97,37.12,119.65,60,1.0316,76,BIAB,,20.24
24030,Soup Kitchen,Irish Red Ale,99.43,1.0669,1.0145,5.47,35.59,10.16,119.69,60,1.0339,75,All Grain,,20.26
24602,Red,Irish Red Ale,99.46,1.0595,1.0091,5.36,28.33,16.94,119.69,90,1.0326,70,All Grain,,20.24
25142,Irish Red,Irish Red Ale,99.51,1.0581,1.0131,4.11,26.85,14.52,119.76,90,1.038,72,All Grain,,20.26
25223,Red Headed Cow,Irish Red Ale,99.51,1.0671,1.0106,6.11,22.29,14.43,119.83,60,1.0376,70,All Grain,,20.32
25332,Awesome Recipe,Irish Pale Ale,99.51,1.0637,1.0134,4.88,22.65,12.47,119.9,60,1.0442,66,All Grain,,20.39
25413,Hoosier Sugar Irish Cream Ale,Irish Cream Ale,99.57,1.0748,1.0156,6.46,10.53,7.01,119.91,60,1.0473,70,All Grain,,20.34
25471,SMaSH weemonk,Irish Pale Ale,99.61,1.0707,1.0137,6.17,15.13,5.9,119.91,60,1.0426,70,All Grain,,20.3
25486,Paradise Irish Cream Ale,Irish Cream Ale,99.63,1.0584,1.0131,4.4,18.01,4,119.92,60,1.0292,70,All Grain,,20.29
25547,Irish Red Ale,Irish Red Ale,99.64,1.0754,1.0173,6.32,52.16,17.46,119.99,60,1.0475,70,All Grain,,20.35
25833,Irish Cream Ale,Irish Cream Ale,99.68,1.0604,1.0123,4.56,18.89,4.61,120.04,60,1.0333,70,BIAB,,20.36
25952,A Little Crazy Clone,Irish Pale Ale,99.73,1.0751,1.0108,7.14,40.67,12.32,120.08,60,1.0464,70,All Grain,,20.35
25957,Irish Cream Ale Eh,Irish Cream Ale,99.76,1.0489,1.0087,3.44,10.43,4.68,120.12,60,1.0201,70,All Grain,,20.36
26766,Mint Stout 1,Irish Dry Stout,99.78,1.0434,1.0071,3.2,47.88,50,120.13,60,1.0178,70,All Grain,,20.35
26870,Clusters last stand,Irish Cream Ale,99.82,1.0775,1.0182,6.44,38.34,3.96,120.15,70,1.0449,70,All Grain,,20.33
27561,Irish Cream Ale,Irish Cream Ale,99.82,1.0658,1.0127,5.66,22.29,3.57,120.15,60,1.064,70,All Grain,,20.33
27660,Craic,Irish Red Ale,99.84,1.0703,1.0162,5.65,24.05,16.41,120.16,60,1.0473,65,All Grain,,20.32
27732,Lc6 columbus Irish Cream Ale,Irish Cream Ale,99.86,1.0631,1.0094,5.8,16.14,2.76,120.16,90,1.0399,73,All Grain,,20.31
27744,Guinness,Irish Dry Stout,99.88,1.0485,1.0109,3.09,39.87,28.4,120.17,60,1.0237,65,BIAB,,20.29
27863,Lc7 nelson sauvin Irish Cream Ale,Irish Cream Ale,99.89,1.0734,1.0085,7.15,10.18,2.85,120.18,90,1.0489,74,All Grain,,20.3
28067,Irish Cream Ale,Irish Cream Ale,99.89,1.0696,1.0107,6.41,20.85,3.12,120.18,60,1.0401,75,BIAB,,20.3
28070,Stephanie Loves Blu,Irish Cream Ale,100.01,1.0577,1.009,5.13,7.79,4.63,120.2,60,1.031,76,All Grain,,20.19
28122,Belgian Cumulus Pale Ale,Irish Pale Ale,100.02,1.0652,1.0135,5.18,24.06,8.26,120.21,60,1.0381,70,All Grain,,20.19
28188,SanFran RedHead,Irish Red Ale,100.03,1.0685,1.0106,6.36,23.41,15.08,120.26,60,1.0363,66,All Grain,,20.23
28530,Irish Cream Ale,Irish Cream Ale,100.08,1.0657,1.0127,5.54,25.18,4.46,120.27,60,1.0367,75,BIAB,,20.19
28736,Something  probably a Sazon,Irish Pale Ale,100.08,1.0821,1.0175,7.74,32.33,6.07,120.34,60,1.0577,80,All Grain,,20.25
28787,Dry Irish Stout,Irish Dry Stout,100.11,1.0756,1.0165,6.53,62.96,36.45,120.37,60,1.0474,80,BIAB,,20.27
28907,Kentucky dark Irish Cream Ale,Irish Cream Ale,100.13,1.0656,1.0136,5.45,34.42,14.2,120.38,60,1.0381,70,All Grain,,20.25
29091,Artemesia Lager (AHB Vienna Lager),Irish Lager,100.16,1.0648,1.0151,4.62,31.91,6.59,120.46,60,1.0372,80,All Grain,,20.3
29158,Raging Red O' Mallory,Irish Red Ale,100.16,1.0749,1.0156,6.51,34.36,22.66,120.55,60,1.046,75,All Grain,,20.39
29693,Irish Red,Irish Red Ale,100.17,1.0639,1.0125,5.02,26.64,13.74,120.55,60,1.0366,75,BIAB,,20.38
30064,BlackBerry Irish Cream Ale,Irish Cream Ale,100.18,1.0726,1.0163,6.03,23.1,7.23,120.61,60,1.0385,75,All Grain,,20.44
30133,Sweet Addiction Irish Cream Ale,Irish Cream Ale,100.21,1.0608,1.0124,4.95,20.15,4.8,120.65,60,1.0352,73,BIAB,,20.44
30230,Talia's Eternally Pale Ale,Irish Pale Ale,100.25,1.0671,1.0106,6.06,23.24,11.7,120.66,60,1.0376,65,All Grain,,20.41
30324,Belgian Pale,Irish Pale Ale,100.29,1.0751,1.0108,7.14,46.17,13.48,120.66,60,1.0464,65,All Grain,,20.37
30465,Awesome Recipe,Irish Lager,100.37,1.0655,1.0135,5.4,18.77,11.52,120.66,60,1.0381,70,All Grain,,20.29
30474,Co3C 4.0 10 gal,Irish Cream Ale,100.4,1.0453,1.0071,3.25,21.6,3.16,120.67,60,1.057,75,BIAB,,20.27
30702,Original Red,Irish Red Ale,100.41,1.0551,1.0139,3.55,30.61,14.4,120.68,60,1.0306,70,All Grain,,20.27
30745,Irish Cream Ale,Irish Cream Ale,100.51,1.0512,1.013,3.05,28.54,11.39,120.69,60,1.0275,75,All Grain,,20.18
31192,Chad beer,Irish Pale Ale,100.52,1.0656,1.0126,5.4,34.99,8.58,120.72,60,1.0367,70,BIAB,,20.2
31271,BK's Spotted Cow III,Irish Cream Ale,100.57,1.0607,1.0124,4.83,19.56,4.94,120.74,60,1.0365,65,All Grain,,20.17
31310,Vienna,Irish Lager,100.58,1.0604,1.0132,4.59,24.82,15.95,120.74,60,1.0393,70,All Grain,,20.16
31325,Clan Ross Irish Ale,Irish Red Ale,100.59,1.0662,1.0159,4.66,22.09,16.91,120.81,60,1.0307,70,BIAB,,20.22
31801,Nucky Pale Ale,Irish Pale Ale,100.61,1.0638,1.0134,5.02,21.86,7.36,120.94,60,1.0305,70,All Grain,,20.33
31816,Wifetastic's Irish Cream Ale II,Irish Cream Ale,100.62,1.0685,1.0106,6.37,18.89,4.45,121.01,60,1.0389,70,All Grain,,20.39
31951,Simple Irish Cream Ale,Irish Cream Ale,100.73,1.053,1.0111,3.79,13.1,4.92,121.02,60,1.0346,75,All Grain,,20.29
31968,Cream to watermelon,Irish Cream Ale,100.76,1.0518,1.0111,3.59,15.67,16.34,121.03,60,1.027,75,All Grain,,20.28
32317,Two and a Half Kids Irish Cream Ale,Irish Cream Ale,100.77,1.0473,1.0086,3.19,14.03,4.19,121.07,60,1.026,63,All Grain,,20.3
32552,Town Crier - Spruce Irish Cream Ale,Irish Cream Ale,100.79,1.0698,1.0181,4.85,52.83,3.57,121.09,60,1.0417,70,All Grain,,20.3
33009,Francois,Irish Pale Ale,100.79,1.0772,1.0174,6.95,24.06,22.26,121.12,60,1.0552,65,All Grain,,20.33
33013,Irish Red,Irish Red Ale,100.79,1.0754,1.0173,6.31,31.48,15.76,121.15,90,1.0474,70,All Grain,,20.36
33091,Irish stout,Irish Dry Stout,100.85,1.0516,1.011,3.45,30.23,31.75,121.17,60,1.0269,65,All Grain,,20.32
33118,Irish Red Ale,Irish Red Ale,100.86,1.0685,1.0106,6.31,28.2,21.53,121.23,60,1.0389,75,BIAB,,20.37
33129,American Red,Irish Red Ale,100.86,1.0542,1.0111,3.99,27.59,11.16,121.24,60,1.0301,75,All Grain,,20.38
33181,VT Vienna,Irish Lager,100.87,1.0561,1.0089,4.86,28.89,10.89,121.29,90,1.0261,71,All Grain,,20.42
33238,Bel Single,Irish Pale Ale,100.87,1.0577,1.009,5.08,21.07,8.03,121.29,60,1.031,70,All Grain,,20.42
33305,French Lil Papi Irish Red,Irish Red Ale,100.87,1.0724,1.0171,5.8,21.05,16.85,121.34,60,1.0448,78,All Grain,,20.46
33788,West Coast Radical Red,Irish Red Ale,100.95,1.0577,1.009,4.98,46.28,9.46,121.35,60,1.036,75,BIAB,,20.39
33937,Irish Red Ale,Irish Red Ale,100.97,1.052,1.01,3.7,24.23,11.98,121.42,60,1.0221,70,All Grain,,20.45
33961,Barely Belgian Pale Ale,Irish Pale Ale,101.09,1.0596,1.0092,5.52,22.54,9.98,121.43,90,1.0283,77,All Grain,,20.34
34103,MUD GUINNESS,Irish Dry Stout,101.14,1.0445,1.0097,2.56,41.97,31.44,121.43,90,1.0218,70,BIAB,,20.29
34266,Red Ale,Irish Red Ale,101.18,1.0704,1.0154,5.86,28.58,17.84,121.44,60,1.0432,68,All Grain,,20.26
34267,Irish Cream Ale - JH,Irish Cream Ale,101.19,1.0588,1.0113,4.6,22.96,4.56,121.46,90,1.0271,70,All Grain,,20.27
34327,Irish Stout,Irish Dry Stout,101.21,1.0461,1.0108,2.65,35.88,29.52,121.47,60,1.0237,70,All Grain,,20.26
34386,TnT Belgian-Style Pale,Irish Pale Ale,101.22,1.0655,1.0126,5.34,28.55,8.48,121.49,60,1.0366,70,All Grain,,20.27
34395,SchuBrew Irish Ale,Irish Red Ale,101.23,1.0668,1.0145,5.38,27.01,19.92,121.49,60,1.0383,70,BIAB,,20.26
34545,Belgian Pale Ale blend,Irish Pale Ale,101.28,1.0765,1.0165,6.62,38.22,4.38,121.5,90,1.0485,65,All Grain,,20.22
34562,Mosaison,Irish Pale Ale,101.3,1.0773,1.0117,7.27,57.34,5.68,121.66,60,1.0491,80,BIAB,,20.35
34573,Irish Red,Irish Red Ale,101.32,1.0688,1.0153,5.55,20.29,15.54,121.69,60,1.0414,70,All Grain,,20.37
34635,Murph's Irish Red Ales,Irish Red Ale,101.33,1.0797,1.0188,6.87,24.48,7.76,121.73,60,1.052,80,BIAB,,20.41
34677,Irish Red,Irish Red Ale,101.33,1.0687,1.0168,5.13,20.78,17.93,121.75,60,1.0358,70,All Grain,,20.43
34688,2015 vienna,Irish Lager,101.35,1.0637,1.0143,4.9,38.1,13.57,121.76,60,1.0429,75,BIAB,,20.42
34865,Scot/Irish Red Ale,Irish Red Ale,101.39,1.0604,1.0132,4.54,26.23,12.99,121.77,90,1.0336,80,All Grain,,20.38
34982,Vienna Lager,Irish Lager,101.47,1.0601,1.0141,4.32,25.09,12.01,121.77,60,1.0338,70,All Grain,,20.31
35213,Double Chocolate Stout,Irish Extra Stout,101.5,1.0743,1.019,5.81,39.96,35.33,121.78,60,1.0475,72,All Grain,,20.28
35687,Bruin Dry Stout,Irish Dry Stout,101.57,1.0748,1.0156,6.44,34.94,25.61,121.81,60,1.0473,75,All Grain,,20.25
35743,Irish Cream Ale,Irish Cream Ale,101.57,1.0595,1.0091,5.32,23.26,2.5,121.82,90,1.0326,80,BIAB,,20.25
35769,Antrim Irish Style Red,Irish Red Ale,101.61,1.0635,1.0142,4.63,18.81,12.82,121.85,60,1.0306,65,All Grain,,20.25
35856,Irish Ale,Irish Red Ale,101.62,1.0784,1.0179,6.72,30.6,13.75,121.9,60,1.0503,70,All Grain,,20.28
36188,Adze,Irish Pale Ale,101.66,1.0637,1.0143,4.92,27.81,6.54,121.91,60,1.047,70,All Grain,,20.25
36713,Kirkwood Irish Cream Ale,Irish Cream Ale,101.7,1.0701,1.0161,5.6,52.22,4.61,121.97,60,1.0433,75,All Grain,,20.27
36817,Fruit the Beer 15,Irish Cream Ale,101.71,1.0502,1.011,3.51,16.37,2.79,122.04,60,1.0269,75,BIAB,,20.34
36898,In the Crease Ale- All Grain,Irish Cream Ale,101.71,1.0582,1.0122,4.27,19.28,4.53,122.11,60,1.0319,65,All Grain,,20.4
36903,Lc8 liberty/chinook Irish Cream Ale,Irish Cream Ale,101.75,1.0588,1.0113,4.63,12.19,2.58,122.14,90,1.0363,75,All Grain,,20.39
37122,My Yellow Country Teeth,Irish Pale Ale,101.76,1.063,1.0105,5.65,48.78,3.02,122.17,60,1.0345,75,BIAB,,20.41
37249,Bear Claw,Irish Lager,101.82,1.0685,1.0096,6.49,36.63,21.34,122.24,60,1.0327,70,All Grain,,20.42
37413,Irish Cream Ale 2016 NHC,Irish Cream Ale,101.87,1.0756,1.0156,6.65,29.16,6.28,122.27,60,1.0384,80,All Grain,,20.4
37798,Sam Clone,Irish Pale Ale,101.89,1.0605,1.0124,4.75,24.48,8.54,122.28,60,1.0333,74,All Grain,,20.39
38101,Lagering Up,Irish Lager,101.9,1.0673,1.0096,6.39,24.12,4.33,122.47,60,1.0387,70,BIAB,,20.57
38117,Copperhead Red Ale,Irish Red Ale,101.91,1.0653,1.0144,5.24,24.55,10.95,122.48,60,1.0382,75,BIAB,,20.57
38400,Pilsner Urqu-ALE,Irish Cream Ale,101.96,1.0661,1.0106,6.05,17,3.8,122.49,90,1.0376,75,BIAB,,20.52
38641,Ens Red Ale,Irish Red Ale,101.98,1.0638,1.0134,4.97,47.14,13.94,122.55,60,1.0632,70,All Grain,,20.57
38821,Coffee Cream v2.0,Irish Cream Ale,101.99,1.0655,1.0126,5.39,18.89,2.73,122.57,60,1.0366,70,BIAB,,20.58
38984,Coal red,Irish Red Ale,102.13,1.0527,1.0119,3.59,23.4,12.87,122.59,60,1.0289,70,All Grain,,20.46
39149,Irish Stout,Irish Extra Stout,102.13,1.0749,1.0165,6.59,62.96,35.65,122.63,60,1.046,67,All Grain,,20.49
39198,RED ALE,Irish Red Ale,102.15,1.0599,1.0149,4.11,28.54,5.64,122.64,60,1.0356,75,All Grain,,20.48
39433,Orange Bee Red,Irish Red Ale,102.17,1.085,1.0157,8.37,27.4,16.05,122.64,60,1.0574,70,All Grain,,20.48
39650,The 10th Palm,Irish Pale Ale,102.18,1.0704,1.0146,5.89,25.32,9.25,122.66,60,1.0372,70,All Grain,,20.48
39686,Tar Heel Red Ale,Irish Red Ale,102.18,1.0674,1.0175,4.3,32.76,12.13,122.66,60,1.0397,72,BIAB,,20.48
39711,Dull Blade,Irish Cream Ale,102.19,1.0677,1.0145,5.43,54.69,3.44,122.68,60,1.0394,70,All Grain,,20.49
40618,Small Vanilla Cone,Irish Pale Ale,102.21,1.0682,1.0127,5.95,48.87,5.83,122.69,60,1.0392,70,All Grain,,20.47
40800,Spotted crow,Irish Cream Ale,102.24,1.0692,1.0146,5.84,17,5.1,122.71,60,1.0356,80,All Grain,,20.46
41328,Cream 2,Irish Cream Ale,102.25,1.0582,1.0122,4.3,20.15,5.68,122.72,60,1.0319,70,All Grain,,20.46
41647,Spectacular Cheetah,Irish Lager,102.27,1.0681,1.0127,5.87,28.51,9.22,122.77,60,1.0391,72,All Grain,,20.5
41871,O'herrmann's Irish red,Irish Red Ale,102.29,1.058,1.0131,4.05,21.6,16.46,122.81,60,1.0335,75,All Grain,,20.52
41975,Fuck Lager,Irish Lager,102.29,1.0635,1.0142,4.61,26.96,6.93,122.83,60,1.0306,70,All Grain,,20.53
42019,Awesome Recipe,Irish Lager,102.37,1.0634,1.015,4.44,20.15,11.5,122.86,60,1.0372,70,All Grain,,20.49
42043,Irish Red Ale (Ruabeoir),Irish Red Ale,102.39,1.0714,1.0162,5.72,26.23,23.62,122.87,60,1.0434,70,BIAB,,20.48
42407,Irish Cream Ale 3,Irish Cream Ale,102.4,1.0534,1.0088,4.22,21.54,3.35,122.88,60,1.0247,72,All Grain,,20.47
42469,Tom Brown/Irish Ale,Irish Red Ale,102.44,1.0796,1.0166,7.24,30.98,18.41,122.92,60,1.0517,70,All Grain,,20.48
42807,Huitlacoche Irish Cream Ale,Irish Cream Ale,102.48,1.0511,1.0117,3.37,15.46,4.67,122.97,60,1.0258,65,All Grain,,20.5
42961,Irish extra stout,Irish Extra Stout,102.56,1.0728,1.0155,6.11,46.61,49.28,122.98,60,1.0446,70,All Grain,,20.42
42989,Trappe Queen,Irish Pale Ale,102.59,1.0627,1.0115,5.36,32.36,4.47,122.99,90,1.0349,65,BIAB,,20.4
43251,Belgain Pale Ale,Irish Pale Ale,102.6,1.0601,1.015,4.21,24,7.23,122.99,60,1.034,75,All Grain,,20.39
43481,Poolside Irish Cream Ale,Irish Cream Ale,102.61,1.059,1.0113,4.7,27.28,5.89,123.1,60,1.0331,75,BIAB,,20.49
43550,Irish Red Ale,Irish Red Ale,102.63,1.0663,1.0152,4.91,22.71,15.87,123.16,60,1.034,75,All Grain,,20.53
44083,1214 Sunken Chest Belgian,Irish Pale Ale,102.66,1.0516,1.011,3.46,13.01,4.85,123.17,90,1.0315,70,All Grain,,20.51
44293,Griz,Irish Cream Ale,102.7,1.0623,1.0125,4.98,18.42,3.57,123.2,60,1.0352,75,All Grain,,20.5
44377,Vienna lager (55),Irish Lager,102.72,1.0588,1.0113,4.56,24.99,5.41,123.22,90,1.0316,82,All Grain,,20.5
44473,Irish Red,Irish Red Ale,102.76,1.0723,1.0181,5.5,20.99,17.63,123.32,60,1.0448,70,All Grain,,20.56
44743,The puppo is fine,Irish Cream Ale,102.79,1.0847,1.0217,7.49,35.35,6.5,123.35,60,1.057,70,All Grain,,20.56
44841,NB Irish Cream Ale,Irish Cream Ale,102.8,1.0503,1.0099,3.58,30.01,5.9,123.37,60,1.0221,75,All Grain,,20.57
44875,Bloody Toe Red,Irish Red Ale,102.82,1.0442,1.0108,2.19,33.34,9.99,123.38,60,1.0223,70,All Grain,,20.55
44941,Irish Red Ale,Irish Red Ale,102.83,1.073,1.0147,6.3,53.13,10.94,123.42,60,1.0445,70,All Grain,,20.59
44943,Pat's belgian pale,Irish Pale Ale,102.86,1.0574,1.0102,4.62,31.15,9.34,123.42,90,1.0314,75,All Grain,,20.56
45039,Dry Irish Sout,Irish Dry Stout,102.89,1.0499,1.011,3.17,40.92,36.3,123.42,60,1.0252,75,All Grain,,20.54
45242,Martin's Red,Irish Red Ale,102.9,1.0759,1.0128,7.05,27.91,11.86,123.48,60,1.0468,80,All Grain,,20.58
45507,Belgian pale ale,Irish Pale Ale,102.92,1.0616,1.015,4.3,22.03,7.55,123.52,60,1.0357,70,BIAB,,20.59
45658,Fat Belgian Amber,Irish Pale Ale,102.94,1.0557,1.0112,4.19,34.39,12.13,123.52,60,1.0287,75,BIAB,,20.58
45808,Irish red,Irish Red Ale,102.96,1.07,1.0169,5.45,35.7,14.65,123.55,60,1.0434,78,All Grain,,20.59
45943,Orval,Irish Pale Ale,102.96,1.0737,1.0164,6.17,36.66,8.44,123.56,90,1.046,75,All Grain,,20.6
46242,Irish Red Cascadian,Irish Red Ale,102.98,1.0628,1.0115,5.5,28.03,15.62,123.59,60,1.0349,75,All Grain,,20.61
46784,Vanilla Irish Cream Ale,Irish Cream Ale,102.99,1.0647,1.0189,3.39,14.11,4.55,123.74,60,1.0322,70,All Grain,,20.75
47140,Winning!,Irish Pale Ale,103.01,1.0637,1.0134,4.9,30.22,8.16,123.84,90,1.0368,71,All Grain,,20.82
47178,Shamrock,Irish Red Ale,103.03,1.0621,1.0125,4.88,51.95,15.91,123.87,60,1.0352,70,All Grain,,20.83
47443,Saison Light II,Irish Pale Ale,103.04,1.0615,1.0158,4.06,29.29,4.7,123.87,60,1.0357,68,All Grain,,20.84
47540,Table Beer,Irish Pale Ale,103.04,1.0652,1.0143,5.14,24.27,16.33,123.89,60,1.048,70,All Grain,,20.85
47583,Pork Belly Tamale Irish Cream Ale,Irish Cream Ale,103.06,1.0765,1.0157,6.72,22.28,3.6,123.95,60,1.0545,73,All Grain,,20.89
47686,Vanilla Irish Cream Ale,Irish Cream Ale,103.1,1.0596,1.0092,5.43,17.07,4.12,123.95,60,1.0233,75,All Grain,,20.85
