brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
423,Boulevard Brewing Co.,1125428194,4.5,4,4.5,MABZ,Irish Dry Stout,4,4.5,Dry Stout,5.2,3277
6372,Fort Collins Brewing,1127623665,4.5,4,4,MABZ,Irish Lager,3.5,4.5,Edgar Lager,4.8,12884
2298,Hop Back Brewery plc,1181542381,4.5,4.5,4.5,MABZ,Irish Extra Stout,4,3.5,Hopback Entire Stout,4.5,5788
192,New Belgium Brewing,1117426758,4.5,3,3,MABZ,Irish Pale Ale,4,4,Loft,4,5170
30,Avery Brewing Company,1153730024,4.5,4,3.5,MABZ,Irish Dry Stout,4.5,4,Out Of Bounds Stout,6.3,1830
42,Brewery Ommegang,1147507343,4.5,4,4.5,MABZ,Irish Pale Ale,4,4.5,Rare Vos (Amber Ale),6.5,593
590,New Glarus Brewing Company,1174458437,4,3,3.5,MABZ,Irish Cream Ale,4,4,Spotted Cow,4.8,1963
10096,Cervejaria Sudbrack Ltda,1181028620,4,3.5,3,MABZ,Irish Pale Ale,3.5,4,Eisenbahn S.A.P.A. (South American Pale Ale),5.1,33926
73,Great Lakes Brewing Company,1141273150,4,4,4.5,MABZ,Irish Lager,4.5,4,Great Lakes Eliot Ness,6.2,229
3282,Brasserie La Binchoise (Malterie des Remparts),1122355138,4,5,4.5,MABZ,Irish Pale Ale,3,4,La Binchoise Blonde Tradition,6.5,7693
240,Murphy Brewery Ireland Limited,1133593260,4,2.5,4.5,MABZ,Irish Dry Stout,4.5,3.5,Murphy's Irish Stout,4,703
48,Brouwerij Van Steenberge N.V.,1139382923,3.5,3,4,MABZ,Irish Pale Ale,3.5,4,Bruegel Amber Ale,5.2,1645
126,Pete's Brewing Company,1106539712,3.5,3,4,MABZ,Irish Cream Ale,3.5,4,Pete's Wicked Wanderlust Irish Cream Ale,5.6,19950
3716,Wolf Brewing Company,1147315630,3.5,3,3.5,mac56,Irish Cream Ale,3,2.5,Caramel Irish Cream Ale,5,24471
665,Smithwick's Brewery / Irish Ale Breweries Ltd,1109274843,3,3,3.5,mac56,Irish Red Ale,3,2.5,Smithwick's Ale,4.5,1822
12578,Purrumbete Brewing Company,1295252404,4,4,3,Macca,Irish Red Ale,3,4,Red Duck Red Admiral,6.2,40068
18111,4 Pines Brewing Company,1311257940,3.5,4,3.5,Macca,Irish Dry Stout,3.5,3.5,4 Pines Dry Stout,5.1,62998
13059,King Street Brewhouse,1230548956,3.5,4,3.5,Macca,Irish Pale Ale,3,3,Abbey Ale,7.5,38511
20913,Arctic Fox Brewing,1322826376,3.5,4.5,3.5,Macca,Irish Extra Stout,3.5,3.5,Arctic Fox Chocolate Stout,5.9,68703
716,Asahi Breweries Ltd,1294819524,3.5,3.5,3.5,Macca,Irish Pale Ale,3.5,3.5,Asahi Premium,6.5,65243
184,Bierbrouwerij De Koningshoeven B.V.,1326094026,3.5,3,4,Macca,Irish Pale Ale,4,4,La Trappe Blond (Koningshoeven / Dominus),6.5,590
17310,Otway Estate Winery & Brewery,1235469146,3.5,4,3.5,Macca,Irish Red Ale,3.5,3.5,Prickly Moses Red Ale,5,43653
22,Unibroue,1272268927,3.5,3.5,4,Macca,Irish Pale Ale,3.5,3,Raftman,5.5,793
12579,Red Hill Brewery,1235289348,3.5,3.5,4,Macca,Irish Pale Ale,4,3,Red Hill Belgian Blonde,6.5,40939
11611,Bridge Road Brewers,1243843130,3,3,3,Macca,Irish Red Ale,3,3.5,Celtic Red Ale,5.3,28866
353,"Carlton & United Breweries, Ltd.",1228821060,3,3.5,3,Macca,Irish Extra Stout,2,3,Carlton Black,4.9,1486
35,Boston Beer Company (Samuel Adams),1239264782,3,4,3.5,Macca,Irish Lager,3,3,Samuel Adams Boston Lager,4.9,104
42,Brewery Ommegang,1269968297,4,4,4,MacDaddyJ,Irish Pale Ale,4,4.5,Ommegang BPA (Belgian-style Pale Ale),6.2,56875
470,Abbaye de Leffe S.A.,1227063255,3.5,3.5,3.5,MacDomer,Irish Pale Ale,3.5,3.5,Leffe Blonde,6.6,2137
302,Genesee Brewing Co. / Dundee Brewing Co.,1193551882,3,2,3,Macdoyal,Irish Cream Ale,3.5,3,Genesee Irish Cream Ale,5.2,1376
423,Boulevard Brewing Co.,1240101622,3.5,4,3.5,macktbone,Irish Red Ale,3.5,3.5,Irish Ale,5.8,3279
573,Hahn Brewing Co. Pty. Ltd.,1155099017,4.5,3.5,4,macleod,Irish Lager,4,4,Hahn Vienna Red,5,30405
470,Abbaye de Leffe S.A.,1123835342,4,3.5,4,macleod,Irish Pale Ale,4,3.5,Leffe Blonde,6.6,2137
22,Unibroue,1125309683,4,4,3.5,macleod,Irish Pale Ale,4,3.5,Raftman,5.5,793
681,Brasserie de l'Abbaye des Rocs s.a.,1127104495,2.5,3,2,macleod,Irish Pale Ale,2.5,2.5,Montagnarde Altitude 6,6,12397
73,Great Lakes Brewing Company,1244643397,4.5,4,4,macpapi,Irish Lager,4,4,Great Lakes Eliot Ness,6.2,229
42,Brewery Ommegang,1136242841,4.5,4,4.5,macpapi,Irish Pale Ale,4,4,Rare Vos (Amber Ale),6.5,593
35,Boston Beer Company (Samuel Adams),1148520952,4,4,3.5,macpapi,Irish Lager,3.5,3.5,Samuel Adams Boston Lager,4.9,104
184,Bierbrouwerij De Koningshoeven B.V.,1126910894,3.5,3.5,4,macpapi,Irish Pale Ale,4,3.5,La Trappe Blond (Koningshoeven / Dominus),6.5,590
470,Abbaye de Leffe S.A.,1232585283,3.5,4,3.5,macpapi,Irish Pale Ale,3.5,3.5,Leffe Blonde,6.6,2137
10097,Harpoon Brewery,1321922695,4,4,4,MacQ32,Irish Extra Stout,4,4.5,Harpoon Island Creek Oyster Stout (100 Barrel Series #36),5.5,69135
978,Black Diamond Brewing Co.,1286164021,4.5,3.5,4.5,mactrail,Irish Pale Ale,4,4,Black Diamond Free Style Belgian Blonde Ale,5.2,36003
16590,Pivovar Rakovnik,1269318837,4,3,4,mactrail,Irish Lager,3.5,3.5,Bakalá&#345; Polotmavé Vý&#269;epní 11° (Bakalar Light Dark Beer),4.5,51265
25436,Copper Kettle Brewing Company,1324168218,4,4,4,mactrail,Irish Pale Ale,3.5,4,Irish Pale Ale,5.4,76439
184,Bierbrouwerij De Koningshoeven B.V.,1305698794,4,4.5,4.5,mactrail,Irish Pale Ale,4,4.5,La Trappe Isid'or,7.5,51030
470,Abbaye de Leffe S.A.,1315370839,4,3.5,4,mactrail,Irish Pale Ale,4,4,Leffe Blonde,6.6,2137
1416,Uinta Brewing Company,1323230567,4,3.5,4,mactrail,Irish Pale Ale,4,4,Monkshine,6.8,23313
35,Boston Beer Company (Samuel Adams),1326003962,4,4.5,4,mactrail,Irish Lager,4,4,Samuel Adams Boston Lager,4.9,104
5318,Port Brewing Company / Pizza Port,1305783787,4,4,3.5,mactrail,Irish Pale Ale,4.5,4.5,Spaceman,6.5,69222
392,Weyerbacher Brewing Co.,1288318921,4,4.5,4,mactrail,Irish Pale Ale,3.5,4,Verboten,5.9,58482
396,AleSmith Brewing Company,1311743820,3.5,4,4,mactrail,Irish Pale Ale,3,3.5,AleSmith Lil' Devil,5.95,15966
4408,RJ Rockers Brewing Company,1308612763,3.5,4.5,4,mactrail,Irish Pale Ale,4,4,Fish Paralyzer,7.5,22789
23347,Mike Hess Brewing,1320992026,3.5,4,3.5,mactrail,Irish Lager,3,4,Grazias,5.5,65004
23200,Knee Deep Brewing Company,1323579052,3.5,3.5,4,mactrail,Irish Red Ale,3.5,3.5,Immigration Red Ale (IRA),6,74957
10046,Left Coast Brewing Company,1315718498,3.5,3.5,4,mactrail,Irish Lager,4,3.5,Left Coast Una Mas Amber Lager,6.4,18541
266,Mad River Brewing Company,1288240111,3.5,3.5,3.5,mactrail,Irish Pale Ale,4,4,Mad Belgian,6.5,51729
4146,Karl Strauss Brewing Company,1305864845,3.5,3.5,3.5,mactrail,Irish Red Ale,3,3.5,Red Trolley Ale,5.8,6428
99,Matt Brewing Company,1307421358,3.5,3.5,4,mactrail,Irish Lager,4,3,Saranac Season's Best - Nut Brown Lager,5.3,2019
889,Brouwerij Palm NV,1305433052,3,3,3.5,mactrail,Irish Pale Ale,3,3,Palm / Palm Speciale,5.4,2823
42,Brewery Ommegang,1313302526,3,3.5,4,mactrail,Irish Pale Ale,3.5,3,Ommegang BPA (Belgian-style Pale Ale),6.2,56875
4146,Karl Strauss Brewing Company,1317617398,3,4,3.5,mactrail,Irish Lager,3,3.5,Karl Strauss Amber Lager,4.2,5087
18149,The Lost Abbey,1314423184,3,3.5,3,mactrail,Irish Pale Ale,2.5,3,Devotion Ale,6.25,36539
1457,Arbor Brewing Company,1316483235,3,4,3,mactrail,Irish Dry Stout,3.5,3.5,Arbor Brewing Michael Faricy's Stout,4.5,66641
57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",1315371118,2.5,3,3.5,mactrail,Irish Lager,3,2,Dos Equis Amber Lager,4.5,171
75,Grupo Modelo S.A. de C.V.,1325478110,2.5,2,3.5,mactrail,Irish Lager,3.5,3,Victoria,4,6508
42,Brewery Ommegang,1297735198,5,4.5,4.5,MadCat,Irish Pale Ale,5,5,Ommegang BPA (Belgian-style Pale Ale),6.2,56875
37,Brasserie d'Orval S.A.,1304991568,5,5,4.5,MadCat,Irish Pale Ale,4.5,5,Orval Trappist Ale,6.9,129
73,Great Lakes Brewing Company,1300148004,4.5,4,4,MadCat,Irish Red Ale,4.5,4.5,Great Lakes Conway's Irish Ale,6.5,5096
35,Boston Beer Company (Samuel Adams),1301357741,4,4,4,MadCat,Irish Lager,4,4,Samuel Adams Boston Lager,4.9,104
10607,Sixpoint Brewery,1311113829,4,4,4,MadCat,Irish Cream Ale,4,4,Sweet Action,5.2,22193
35,Boston Beer Company (Samuel Adams),1301533615,3.5,3.5,4,MadCat,Irish Red Ale,4,3.5,Samuel Adams Irish Red,5.8,38365
302,Genesee Brewing Co. / Dundee Brewing Co.,1310928158,3,3,3,MadCat,Irish Cream Ale,3,3,Genesee Irish Cream Ale,5.2,1376
37,Brasserie d'Orval S.A.,1138373316,5,5,5,maddamish,Irish Pale Ale,5,4.5,Orval Trappist Ale,6.9,129
73,Great Lakes Brewing Company,1133233204,4.5,4,4,maddamish,Irish Lager,4,4,Great Lakes Eliot Ness,6.2,229
73,Great Lakes Brewing Company,1137850924,3,3,4,maddamish,Irish Red Ale,3.5,3.5,Great Lakes Conway's Irish Ale,6.5,5096
57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",1134273896,3,2.5,3,maddamish,Irish Lager,3,2,Dos Equis Amber Lager,4.5,171
99,Matt Brewing Company,1166850306,4,3,3,maddogruss,Irish Pale Ale,3,3,Saranac Belgian Ale,5.9,26617
10607,Sixpoint Brewery,1218467644,4,3.5,4,maddogruss,Irish Cream Ale,4,3.5,Sweet Action,5.2,22193
35,Boston Beer Company (Samuel Adams),1166501842,4,4,4,maddogruss,Irish Lager,4,4,Samuel Adams Boston Lager,4.9,104
3,Abita Brewing Co.,1183163596,4,3.5,4,maddogruss,Irish Lager,3.5,3.5,Amber,4.5,5
57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",1212155122,4,2.5,3,maddogruss,Irish Lager,4,2.5,Dos Equis Amber Lager,4.5,171
10397,Sly Fox Brewing Company,1247173449,4,4,4,maddogruss,Irish Dry Stout,4,3.5,O'Reilly's Irish Stout,3.6,29733
764,Blue Point Brewing Company,1176853664,3.5,2.5,4,maddogruss,Irish Lager,3.5,3.5,Blue Point Toasted Lager,5.3,2318
35,Boston Beer Company (Samuel Adams),1199481045,3.5,3.5,3.5,maddogruss,Irish Red Ale,3.5,3,Samuel Adams Irish Red,5.8,38365
99,Matt Brewing Company,1246665093,3.5,3,3,maddogruss,Irish Lager,4,3.5,Saranac Season's Best - Nut Brown Lager,5.3,2019
42,Brewery Ommegang,1208392551,3,3.5,4,maddogruss,Irish Pale Ale,3.5,3.5,Rare Vos (Amber Ale),6.5,593
12959,Captain Lawrence Brewing Co.,1188396341,3,3.5,3.5,maddogruss,Irish Pale Ale,3,3,Liquid Gold,6,28179
193,Anderson Valley Brewing Company,1278094093,3,3.5,2.5,maddogruss,Irish Cream Ale,3.5,3.5,Summer Solstice Cerveza Crema,5.6,23506
37,Brasserie d'Orval S.A.,1188313250,2.5,3.5,4.5,maddogruss,Irish Pale Ale,3,3,Orval Trappist Ale,6.9,129
470,Abbaye de Leffe S.A.,1318813520,4,3.5,4.5,MadeInOregon,Irish Pale Ale,4.5,3.5,Leffe Blonde,6.6,2137
35,Boston Beer Company (Samuel Adams),1294734861,4,3,4.5,MadeInOregon,Irish Lager,3.5,4,Samuel Adams Boston Lager,4.9,104
35,Boston Beer Company (Samuel Adams),1262882754,5,4,3.5,MadElf25,Irish Lager,4.5,4.5,Samuel Adams Boston Lager,4.9,104
14400,Ninkasi Brewing Company,1310092409,3.5,3.5,4,MADhombrewer,Irish Cream Ale,3.5,3.5,Nuptiale Irish Cream Ale,5.7,60400
24549,Draper Brewing,1320023578,2,2,4,MADhombrewer,Irish Cream Ale,2,2,Irish Cream Ale,5,74720
37,Brasserie d'Orval S.A.,1235778055,4,4,4,Madigan,Irish Pale Ale,4,3.5,Orval Trappist Ale,6.9,129
222,Brouwerij Duvel Moortgat NV,1248273296,3,4,4.5,Madigan,Irish Pale Ale,3.5,4,Maredsous 6 - Blonde,6,6972
35,Boston Beer Company (Samuel Adams),1204851341,4,4,4,madjr80,Irish Red Ale,4,4,Samuel Adams Irish Red,5.8,38365
240,Murphy Brewery Ireland Limited,1196910619,3.5,3,4,madjr80,Irish Dry Stout,3.5,3.5,Murphy's Irish Stout,4,703
24047,Crossroads Brewing Company,1288217582,5,4.5,4,madmanjf,Irish Cream Ale,4.5,4.5,Brady's Bay Irish Cream Ale,5,62951
13667,Starr Hill Brewery,1257708299,4,3.5,3,madmanjf,Irish Dry Stout,2.5,3,Dark Starr Stout,4.2,29995
240,Murphy Brewery Ireland Limited,1254971067,4,4,3,Madmax99,Irish Dry Stout,4.5,4,Murphy's Irish Stout,4,703
35,Boston Beer Company (Samuel Adams),1170723144,4,3,3,Madmax99,Irish Lager,3.5,3.5,Samuel Adams Boston Lager,4.9,104
99,Matt Brewing Company,1256261057,4,4,4,Madmax99,Irish Pale Ale,3,3,Saranac Belgian Ale,5.9,26617
99,Matt Brewing Company,1256269069,4,3.5,4,Madmax99,Irish Lager,4,2.5,Saranac Winter Lager,5.9,53199
646,Carlow Brewing Company,1303249040,4,4,4.5,madpentzer,Irish Dry Stout,4.5,3.5,O'Hara's Irish Stout,4.3,1751
30,Avery Brewing Company,1303269160,4,3.5,4,madpentzer,Irish Dry Stout,4,3.5,Out Of Bounds Stout,6.3,1830
35,Boston Beer Company (Samuel Adams),1251156751,4,3.5,4,MadTown1000,Irish Lager,4.5,4.5,Samuel Adams Boston Lager,4.9,104
37,Brasserie d'Orval S.A.,1240803509,3.5,3,4,MadTown1000,Irish Pale Ale,3.5,3.5,Orval Trappist Ale,6.9,129
590,New Glarus Brewing Company,1246157178,2.5,3,3.5,MadTown1000,Irish Cream Ale,3.5,3.5,Spotted Cow,4.8,1963
590,New Glarus Brewing Company,1233781423,4,3,3,madtowndmb1,Irish Cream Ale,4,3.5,Spotted Cow,4.8,1963
73,Great Lakes Brewing Company,1300614929,5,2,2.5,madvermin,Irish Red Ale,4,4,Great Lakes Conway's Irish Ale,6.5,5096
10097,Harpoon Brewery,1303379393,4,3.5,4,madvermin,Irish Extra Stout,3.5,4.5,Harpoon Island Creek Oyster Stout (100 Barrel Series #30),5.5,55547
37,Brasserie d'Orval S.A.,1297835431,4,4,5,madvermin,Irish Pale Ale,3.5,4.5,Orval Trappist Ale,6.9,129
1141,Brasserie Dieu Du Ciel,1299655271,3,3.5,3,madvermin,Irish Pale Ale,4,4,Dernière Volonté,6.5,18272
5000,James Squire Brewhouse / Portland Hotel,1193294176,4,3.5,4,madvoice,Irish Pale Ale,3,4,Golden Ale,5,18685
470,Abbaye de Leffe S.A.,1276338894,4,4,4,madvoice,Irish Pale Ale,4.5,4.5,Leffe Blonde,6.6,2137
353,"Carlton & United Breweries, Ltd.",1236938152,3,3.5,3,madvoice,Irish Extra Stout,3,3,Carlton Black,4.9,1486
30,Avery Brewing Company,1117346480,3,4,3,maek228,Irish Pale Ale,3.5,3.5,Karma,5.2,23042
22617,New Jersey Beer Company,1284953872,4,2.5,3,Maerzen,Irish Pale Ale,3.5,3,1787 Abbey Single,4.8,57692
160,Wychwood Brewery Company Ltd,1041879104,5,3.5,4,Maestro,Irish Extra Stout,4.5,4,Black Wych,5,6525
410,Pittsburgh Brewing Co.,1158375117,4.5,2.5,4,Maestro,Irish Lager,3.5,3,Augustiner Lager,4.8,3416
73,Great Lakes Brewing Company,1110243997,4.5,4.5,4,Maestro,Irish Red Ale,4.5,4.5,Great Lakes Conway's Irish Ale,6.5,5096
73,Great Lakes Brewing Company,1102125256,4,3.5,4,Maestro,Irish Lager,4,4.5,Great Lakes Eliot Ness,6.2,229
302,Genesee Brewing Co. / Dundee Brewing Co.,1112046652,3.5,2,2.5,Maestro,Irish Cream Ale,3,3.5,Genesee Irish Cream Ale,5.2,1376
99,Matt Brewing Company,1074215687,3.5,3,3.5,Maestro,Irish Lager,2.5,3,Saranac Season's Best - Nut Brown Lager,5.3,2019
10097,Harpoon Brewery,1069386022,4,3,4,maestrotmbg,Irish Pale Ale,4,4.5,Harpoon Abbey Style Ale (100 Barrel Series #03),6.5,13455
13667,Starr Hill Brewery,1210293513,2.5,3.5,2.5,maestrotmbg,Irish Dry Stout,2,4,Dark Starr Stout,4.2,29995
590,New Glarus Brewing Company,1096411940,4.5,3.5,4,Magery,Irish Cream Ale,4,4,Spotted Cow,4.8,1963
302,Genesee Brewing Co. / Dundee Brewing Co.,1119501742,4,2,3.5,maggotbrain,Irish Cream Ale,3,3,Genesee Irish Cream Ale,5.2,1376
590,New Glarus Brewing Company,1198354390,4,2.5,3.5,Magicc82,Irish Cream Ale,3,4,Spotted Cow,4.8,1963
9897,Jolly Pumpkin Artisan Ales,1148072680,3.5,3.5,3.5,MagicLantern,Irish Pale Ale,3.5,3.5,"Luciérnaga, The Firefly",6.5,20524
37,Brasserie d'Orval S.A.,1309663206,4.5,4.5,4.5,magictacosinus,Irish Pale Ale,4,4.5,Orval Trappist Ale,6.9,129
222,Brouwerij Duvel Moortgat NV,1323274446,3.5,3.5,3.5,magictacosinus,Irish Pale Ale,4,3.5,Maredsous 6 - Blonde,6,6972
184,Bierbrouwerij De Koningshoeven B.V.,1317860442,3.5,4,3.5,magictacosinus,Irish Pale Ale,3,3.5,La Trappe Blond (Koningshoeven / Dominus),6.5,590
18149,The Lost Abbey,1229116487,4,4,4,magictrokini,Irish Pale Ale,4,4,Devotion Ale,6.25,36539
184,Bierbrouwerij De Koningshoeven B.V.,1258744020,4,3.5,4,magictrokini,Irish Pale Ale,4,4.5,La Trappe Isid'or,7.5,51030
222,Brouwerij Duvel Moortgat NV,1228512385,4,3.5,4.5,magictrokini,Irish Pale Ale,3.5,3.5,Maredsous 6 - Blonde,6,6972
870,Moylan's Brewery,1228947290,4,4,4,magictrokini,Irish Dry Stout,4,4,Moylans Dragoons Dry Irish Stout,5,21789
240,Murphy Brewery Ireland Limited,1228933806,4,3,4,magictrokini,Irish Dry Stout,3,3.5,Murphy's Irish Stout,4,703
37,Brasserie d'Orval S.A.,1228503441,4,4,4,magictrokini,Irish Pale Ale,3.5,4.5,Orval Trappist Ale,6.9,129
30,Avery Brewing Company,1235158000,4,4,4,magictrokini,Irish Dry Stout,3.5,4,Out Of Bounds Stout,6.3,1830
18149,The Lost Abbey,1229116893,4,4,4,magictrokini,Irish Pale Ale,3.5,4.5,Saints' Devotion,6.25,46144
4146,Karl Strauss Brewing Company,1228863327,3.5,3,4,magictrokini,Irish Lager,3.5,3.5,Karl Strauss Amber Lager,4.2,5087
5318,Port Brewing Company / Pizza Port,1228952385,3.5,3.5,3,magictrokini,Irish Pale Ale,3,3.5,Lil' Wednesday Irish Pale Ale,8.2,42323
35,Boston Beer Company (Samuel Adams),1228501668,3.5,3,3,magictrokini,Irish Lager,3,3.5,Samuel Adams Boston Lager,4.9,104
5318,Port Brewing Company / Pizza Port,1228951786,3.5,2.5,4,magictrokini,Irish Dry Stout,4,3,Seaside Stout,5.3,13948
30,Avery Brewing Company,1228434148,3,3,3,magictrokini,Irish Pale Ale,3,3,Karma,5.2,23042
870,Moylan's Brewery,1228947024,3,3,3,magictrokini,Irish Red Ale,3,3.5,Danny's Irish Style Red Ale,6.5,40898
889,Brouwerij Palm NV,1245795869,3,3,3.5,magictrokini,Irish Pale Ale,3,3,Palm / Palm Speciale,5.4,2823
4146,Karl Strauss Brewing Company,1228863700,3,2.5,3,magictrokini,Irish Red Ale,3,3,Red Trolley Ale,5.8,6428
470,Abbaye de Leffe S.A.,1228862878,3,2.5,3,magictrokini,Irish Pale Ale,3,3,Leffe Blonde,6.6,2137
25770,"SLO Organics, LLC",1228514630,2.5,2.5,3,magictrokini,Irish Cream Ale,2,2.5,Chai Irish Cream Ale,4.5,36859
57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",1228776053,2.5,2,2,magictrokini,Irish Lager,2,2.5,Dos Equis Amber Lager,4.5,171
13307,Mikkeller ApS,1251407675,2.5,2.5,3.5,magictrokini,Irish Pale Ale,3,2.5,It's Alright!,4.5,47562
73,Great Lakes Brewing Company,1267751141,4.5,4,4,magine,Irish Lager,4,4.5,Great Lakes Eliot Ness,6.2,229
1416,Uinta Brewing Company,1241295433,4.5,3.5,3,magine,Irish Pale Ale,3.5,4,Monkshine,6.8,23313
646,Carlow Brewing Company,1267659015,4.5,3.5,4,magine,Irish Dry Stout,3.5,4,O'Hara's Irish Stout,4.3,1751
42,Brewery Ommegang,1262832053,4.5,4,4,magine,Irish Pale Ale,4,4.5,Rare Vos (Amber Ale),6.5,593
240,Murphy Brewery Ireland Limited,1261868100,4,4,4,magine,Irish Dry Stout,3.5,3.5,Murphy's Irish Stout,4,703
22,Unibroue,1263520369,4,4,3.5,magine,Irish Pale Ale,4,4,Raftman,5.5,793
35,Boston Beer Company (Samuel Adams),1249155606,4,3.5,4,magine,Irish Lager,4,4,Samuel Adams Boston Lager,4.9,104
99,Matt Brewing Company,1237727741,4,3.5,4,magine,Irish Pale Ale,3.5,4,Saranac Belgian Ale,5.9,26617
392,Weyerbacher Brewing Co.,1310168679,4,3.5,4,magine,Irish Pale Ale,4.5,4,Verboten,5.9,58482
470,Abbaye de Leffe S.A.,1237165806,4,3.5,3.5,magine,Irish Pale Ale,3,4,Leffe Blonde,6.6,2137
716,Asahi Breweries Ltd,1304039947,4,3,3,magine,Irish Extra Stout,3.5,4,Asahi Black (Kuronama),5,3969
18149,The Lost Abbey,1239325809,3.5,3.5,4.5,magine,Irish Pale Ale,3.5,3.5,Devotion Ale,6.25,36539
57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",1264126708,2.5,3,3.5,magine,Irish Lager,2.5,2.5,Dos Equis Amber Lager,4.5,171
10707,Trader Joe's Brewing Company,1266707814,4.5,4,4.5,magnj,Irish Lager,3,4,Trader Joe's Vienna Style Lager,5.7,21674
392,Weyerbacher Brewing Co.,1245879152,4.5,4,4,magnj,Irish Pale Ale,4,4,Verboten,5.9,58482
35,Boston Beer Company (Samuel Adams),1062106382,2.5,3,3,magnus,Irish Lager,2.5,2.5,Samuel Adams Boston Lager,4.9,104
3052,Hook Norton Brewery Co. Ltd.,1235791282,4.5,3.5,4,Magpie14,Irish Extra Stout,4.5,4,Double Stout,4.8,7266
148,Belhaven Brewery Company Ltd.,1245629725,4.5,4,4,Magpie14,Irish Extra Stout,4,4.5,Belhaven Scottish Stout,7,48194
73,Great Lakes Brewing Company,1171747439,4,4,4,Magpie14,Irish Lager,4,4,Great Lakes Eliot Ness,6.2,229
193,Anderson Valley Brewing Company,1241225721,4,3.5,3.5,Magpie14,Irish Cream Ale,4,3.5,Summer Solstice Cerveza Crema,5.6,23506
19915,Pale Horse Brewing Company,1242668800,3.5,3,3.5,Magpie14,Irish Dry Stout,3.5,3,Pale Horse Stout,4.4,49482
35,Boston Beer Company (Samuel Adams),1240800395,3.5,3.5,4,Magpie14,Irish Lager,4,3.5,Samuel Adams Boston Lager,4.9,104
8,Widmer Brothers Brewing Company,1232684304,3.5,3,3,Magpie14,Irish Pale Ale,3,3,W'09 Belgian Style Ale,6.5,47265
126,Pete's Brewing Company,1164133825,3,2.5,3.5,Magpie14,Irish Cream Ale,3,3,Pete's Wicked Wanderlust Irish Cream Ale,5.6,19950
253,Casco Bay Brewing Co.,1034969577,4.5,4.5,4.5,MaineBeerMan,Irish Red Ale,4.5,5,Casco Bay RipTide Red Ale,5.4,714
74,Gritty McDuff's Brewing Company,1034022426,4.5,4.5,4.5,MaineBeerMan,Irish Dry Stout,4.5,5,Gritty McDuff's Black Fly Stout,4.1,1149
42,Brewery Ommegang,1053976744,4.5,4.5,4,MaineBeerMan,Irish Pale Ale,4.5,4.5,Rare Vos (Amber Ale),6.5,593
123,"Paper City Brewery Co., Inc.",1043531349,4.5,4,4.5,MaineBeerMan,Irish Dry Stout,4,4.5,Riley's Stout,5.5,797
35,Boston Beer Company (Samuel Adams),1034626971,4,4,4.5,MaineBeerMan,Irish Lager,4,4,Samuel Adams Boston Lager,4.9,104
10097,Harpoon Brewery,1265736237,4,2,3,MaineBirdMan,Irish Red Ale,3,2,Harpoon Celtic Ale,5.4,47298
447,Pabst Brewing Company,1288301337,3.5,3,4,mainlyale,Irish Red Ale,4,4,McSorley's Irish Pale Ale,5.5,47166
35,Boston Beer Company (Samuel Adams),1317533071,4,4,4,Majestic,Irish Lager,3.5,3.5,Samuel Adams Boston Lager,4.9,104
37,Brasserie d'Orval S.A.,1310089880,4,4,4.5,Mako82,Irish Pale Ale,3.5,4,Orval Trappist Ale,6.9,129
35,Boston Beer Company (Samuel Adams),1162312043,5,3,4,malcontent,Irish Lager,4.5,3.5,Samuel Adams Boston Lager,4.9,104
13307,Mikkeller ApS,1244145944,5,4.5,3,malcontent,Irish Pale Ale,4,4,It's Alright!,4.5,47562
1549,Goose Island Beer Co.,1178115026,4.5,4,3.5,malcontent,Irish Red Ale,4,4,Kilgubbin Red Ale,4.5,2778
73,Great Lakes Brewing Company,1166286394,4.5,3.5,4.5,malcontent,Irish Lager,3.5,4,Great Lakes Eliot Ness,6.2,229
10707,Trader Joe's Brewing Company,1165646922,4.5,3,4,malcontent,Irish Lager,4,4,Trader Joe's Vienna Style Lager,5.7,21674
470,Abbaye de Leffe S.A.,1182898062,4,4,3.5,malcontent,Irish Pale Ale,2.5,3,Leffe Blonde,6.6,2137
35,Boston Beer Company (Samuel Adams),1202267865,4,4,4,malcontent,Irish Red Ale,4,3.5,Samuel Adams Irish Red,5.8,38365
10096,Cervejaria Sudbrack Ltda,1216945568,3.5,3.5,4,malcontent,Irish Pale Ale,3.5,3,Eisenbahn S.A.P.A. (South American Pale Ale),5.1,33926
4146,Karl Strauss Brewing Company,1182000271,3.5,3,3.5,malcontent,Irish Red Ale,3.5,2,Red Trolley Ale,5.8,6428
590,New Glarus Brewing Company,1176785377,3.5,4,4,malcontent,Irish Pale Ale,3.5,3.5,Stone Soup,5.3,35281
423,Boulevard Brewing Co.,1215493102,3,2.5,4.5,malcontent,Irish Dry Stout,3.5,3,Dry Stout,5.2,3277
160,Wychwood Brewery Company Ltd,1131025538,4,3.5,3,MaldonGold,Irish Extra Stout,2.5,3.5,Black Wych,5,6525
