review_overall,review_aroma,review_appearance,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid,,review_average_weighted
3.5,3.5,3.5,Irish Pale Ale,3.5,4,Arbor Brewing Phat Abbot Abbey Normal,4.29,45333,,3.7
3.5,4,4,Irish Dry Stout,3,4,Arbor Brewing Faricy Fest Irish Stout,6.26,5134,,3.7
4,5,4,Irish Pale Ale,3.5,4,Devotion Ale,5.82,36539,,4.1
4,3.5,4,Irish Lager,4,4,Samuel Adams Boston Lager,4.69,104,,3.9
4,4,4,Irish Lager,4,4.5,Samuel Adams Boston Lager,5.92,104,,4.2
4,4,4,Irish Red Ale,4,4,Samuel Adams Irish Red,6.14,38365,,4
4,4,4.5,Irish Lager,4,4,Samuel Adams Boston Lager,5.95,104,,4.1
4,3.5,3.5,Irish Lager,4,3.5,Dos Equis Amber Lager,5.6,171,,3.6
3.5,3,3.5,Irish Pale Ale,4,3.5,Blue Moon Pale Moon,6.42,42887,,3.5
3,3.5,5,Irish Dry Stout,2.5,3,Murphy's Irish Stout,4.42,703,,3.3
2,2.5,3,Irish Extra Stout,2,2.5,Strike Out Stout,3.55,178,,2.5
4,4,4,Irish Pale Ale,3.5,4,Palm / Palm Speciale,3.85,2823,,3.9
3,2.5,3,Irish Pale Ale,3,3,1133 Biere D'Abbaye,5.05,48141,,2.9
4.5,4.5,4,Irish Pale Ale,4,4.5,La Rullés Estivale (Bière De Gaume),5.16,29125,,4.3
4,4,4.5,Irish Lager,4,4.5,Samuel Adams Boston Lager,5.79,104,,4.2
3,4,4,Irish Pale Ale,3.5,2.5,Leffe Blonde,5.16,2137,,3.4
4,3,3.5,Irish Pale Ale,3,3.5,Blue Moon Pale Moon,4.87,42887,,3.2
4,4,4,Irish Lager,3.5,4,Samuel Adams Boston Lager,5.21,104,,3.9
3.5,4,4,Irish Pale Ale,3.5,4,Exit 6,5.01,59162,,3.9
4.5,4,4,Irish Pale Ale,4,4.5,Orval Trappist Ale,6.6,129,,4.2
4,4,4.5,Irish Pale Ale,4,4.5,Orval Trappist Ale,4.99,129,,4.2
4,3.5,4.5,Irish Pale Ale,4,4,Golden Ale,5.98,64624,,4
4,3.5,4,Irish Pale Ale,3.5,3.5,Hell's Belle,5.87,35470,,3.6
4,4,4,Irish Dry Stout,4,4,Out Of Bounds Stout,8.2,1830,,4
4,3.5,4,Irish Pale Ale,4,4,Rare Vos (Amber Ale),5.77,593,,3.9
4,4,4,Irish Lager,4,4,Samuel Adams Boston Lager,6.98,104,,4
4,3.5,4,Irish Lager,4,3.5,Trader Joe's Vienna Style Lager,5.52,21674,,3.7
4,3.5,4,Irish Pale Ale,4,3.5,Verboten,6.59,58482,,3.7
3.5,3,3.5,Irish Pale Ale,3,3,1787 Abbey Single,5.44,57692,,3.1
3.5,3.5,4,Irish Pale Ale,3.5,3.5,Karma,6.2,23042,,3.6
3.5,3.5,4,Irish Red Ale,3.5,3,McSorley's Irish Pale Ale,5.65,47166,,3.4
3.5,3.5,4,Irish Red Ale,3,3,Samuel Adams Irish Red,4.68,38365,,3.3
3,3,3.5,Irish Extra Stout,3.5,3.5,Harpoon Island Creek Oyster Stout (100 Barrel Series #30),6.68,55547,,3.4
3,3,3.5,Irish Pale Ale,3,3,Leffe Blonde,6.12,2137,,3.1
3,3,2.5,Irish Cream Ale,3,2.5,Pete's Wicked Wanderlust Irish Cream Ale,5.35,19950,,2.8
3,3,3,Irish Pale Ale,3,3,Saranac Belgian Ale,7.56,26617,,3
5,2.5,3,Irish Dry Stout,4.5,4,Oyster Stout,4.22,5686,,3.6
5,4,5,Irish Lager,4,5,Great Lakes Eliot Ness,3.9,229,,4.5
5,3.5,4,Irish Red Ale,5,4.5,Great Lakes Conway's Irish Ale,5.34,5096,,4.3
4,3,4,Irish Pale Ale,2.5,3,"Luciérnaga, The Firefly",5.61,20524,,3
4,2.5,4,Irish Dry Stout,2,3.5,Out Of Bounds Stout,6.18,1830,,2.9
4,1.5,4,Irish Red Ale,2.5,3,Porterhouse Red,4.22,5684,,2.7
4,2,2.5,Irish Pale Ale,3.5,3,Raftman,3.96,793,,2.8
4,3,3.5,Irish Lager,3,3.5,Samuel Adams Boston Lager,4.71,104,,3.2
3.5,2.5,4.5,Irish Dry Stout,2.5,2.5,Great Lakes Wolfhound Stout,6.1,9369,,2.9
4.5,4,3.5,Irish Lager,4,4,Samuel Adams Boston Lager,5.4,104,,3.9
2,3,3,Irish Extra Stout,2,1.5,Bonecrusher Stout,5.7,22565,,2.2
4,3.5,3.5,Irish Lager,4,3.5,Amber,5.87,5,,3.6
4,3.5,4,Irish Pale Ale,3.5,3.5,Rare Vos (Amber Ale),6.63,593,,3.6
3.5,2.5,4,Irish Lager,3.5,3,Dos Equis Amber Lager,6.7,171,,3.2
3.5,3.5,4,Irish Extra Stout,4,3.5,Harpoon Island Creek Oyster Stout (100 Barrel Series #30),6.47,55547,,3.7
3.5,3,3.5,Irish Pale Ale,3,3,Palm / Palm Speciale,6.58,2823,,3.1
4,2.5,4,Irish Lager,3,3,Dos Equis Amber Lager,5.45,171,,3.1
4,3.5,4,Irish Lager,4,4,Samuel Adams Boston Lager,6.15,104,,3.9
4,4,3.5,Irish Pale Ale,3,4,Ommegang BPA (Belgian-style Pale Ale),5.89,56875,,3.6
5,4.5,4,Irish Pale Ale,4.5,5,Al's Little Blonde Ale,5.66,9782,,4.6
3.5,3,4,Irish Cream Ale,4,3,Sweet Action,7.06,22193,,3.5
5,5,5,Irish Dry Stout,5,5,O'Hara's Irish Stout,5.47,1751,,5
3.5,4,4,Irish Pale Ale,3,4,Confounded Mr. Sisyphus,6.55,50536,,3.7
5,4,4.5,Irish Dry Stout,4.5,4,Murphy's Irish Stout,5.8,703,,4.2
4,3.5,4,Irish Lager,3.5,3.5,Amber,6.88,5,,3.6
4,3.5,3.5,Irish Pale Ale,3,3.5,Bruegel Amber Ale,6.96,1645,,3.4
4,4,4.5,Irish Pale Ale,3.5,4,Orval Trappist Ale,6.63,129,,4
4,4,4,Irish Pale Ale,4,4,Rare Vos (Amber Ale),6.48,593,,4
4,3.5,4,Irish Pale Ale,3.5,4,Val-Dieu Blond,5.46,2574,,3.7
3.5,3,3,Irish Lager,3,3,Dos Equis Amber Lager,6.33,171,,3
3.5,3.5,4,Irish Pale Ale,3.5,4,Leffe Blonde,5.4,2137,,3.7
3.5,4,4,Irish Pale Ale,4,4,McGuires Belgian Strong Ale,6.05,4510,,4
3.5,4,4,Irish Lager,3.5,4,Samuel Adams Boston Lager,6.23,104,,3.9
3.5,4,3.5,Irish Red Ale,3.5,4,Smithwick's Ale,5.92,1822,,3.8
3.5,3.5,3.5,Irish Lager,3.5,3.5,Ybor Gold Amber Lager,4.9,18290,,3.5
4,4.5,3.5,Irish Cream Ale,3,3,Cluster Fuggle,5.97,25866,,3.4
4,4.5,4,Irish Pale Ale,3.5,4.5,Fish Paralyzer,6.01,22789,,4.1
4,3.5,3,Irish Pale Ale,3,4.5,Table For Two,4.37,70277,,3.6
4,3,4,Irish Extra Stout,3,4,Woody Stout,6.11,76340,,3.5
4,4,4.5,Irish Lager,4.5,4.5,Great Lakes Eliot Ness,5.99,229,,4.4
4,5,4.5,Irish Pale Ale,5,4.5,Orval Trappist Ale,6.17,129,,4.8
5,4,3.5,Irish Pale Ale,4,4.5,R&D Golden Ale,3.72,51187,,4.1
5,4.5,4,Irish Pale Ale,4,4.5,Karma,5.61,23042,,4.3
4.5,4,4.5,Irish Dry Stout,4,4.5,Wrasslers XXXX Stout,5.62,3042,,4.2
4.5,4,5,Irish Pale Ale,4,4,Duvel Single,6.29,45379,,4.2
4.5,4,4,Irish Pale Ale,4.5,4,Mea Culpa (Beer Mania),5.42,39692,,4.1
4,4,4,Irish Pale Ale,4,4,La Trappe Isid'or,7.31,51030,,4
4,4.5,4,Irish Pale Ale,3.5,4,Noblesse,5.84,42461,,4
4,4,5,Irish Pale Ale,3.5,4.5,Orval Trappist Ale,6.55,129,,4.2
4,4,3.5,Irish Pale Ale,3.5,4,Cerveza Jerome Rubia,6.02,34243,,3.8
3.5,4,3.5,Irish Lager,3.5,3.5,Blue Point Toasted Lager,5.12,2318,,3.6
3.5,4,5,Irish Pale Ale,4.5,4,"Luciérnaga, The Firefly",6.02,20524,,4.3
3.5,4,4.5,Irish Pale Ale,3,4,Taras Boulba,4.1,32846,,3.8
4.5,3.5,4,Irish Red Ale,4,4,McIlhenney's Irish Red,4.99,7605,,3.9
4,3.5,4,Irish Cream Ale,4,4,Honey Irish Cream Ale,4.49,365,,3.9
3.5,3,4,Irish Lager,3.5,4,Blue Point Toasted Lager,6.77,2318,,3.6
4.5,4,4,Irish Dry Stout,4,4.5,Gritty McDuff's Black Fly Stout,5.7,1149,,4.2
4.5,3,4,Irish Pale Ale,4,4.5,X-Mas Zinnebir,4.79,40001,,3.9
3,3.5,3.5,Irish Red Ale,3.5,3,Tiger Shark,7.66,77145,,3.3
5,4.5,5,Irish Pale Ale,4.5,4.5,Lips Of Faith - Le Fleur Misseur?,6.26,42943,,4.6
3,2.5,3,Irish Red Ale,3,3.5,McSorley's Irish Pale Ale,5.73,47166,,3
5,3,4,Irish Lager,4,4.5,Samuel Adams Boston Lager,5.57,104,,3.9
4,3,3.5,Irish Lager,4,4,Oktoberfest,5.22,13824,,3.7
3.5,3.5,4,Irish Red Ale,4,3.5,Samuel Adams Irish Red,7.56,38365,,3.7
4,3,4,Irish Red Ale,3,3.5,Samuel Adams Irish Red,4.62,38365,,3.3
3.5,3,4.5,Irish Red Ale,3.5,3,Irish Ale,6.55,3279,,3.4
3,2.5,4.5,Irish Extra Stout,3,3,Stout,6.09,41862,,3.2
4.5,4.5,4.5,Irish Lager,4.5,4.5,Great Lakes Eliot Ness,7.31,229,,4.5
4.5,4,4.5,Irish Pale Ale,4.5,4,Rare Vos (Amber Ale),5.38,593,,4.2
2,3,3,Irish Dry Stout,2,2,Friend Of An Irishman Stout,4.45,48344,,2.4
4,4,4.5,Irish Pale Ale,3.5,4.5,Rare Vos (Amber Ale),5.17,593,,4.1
4.5,4,4.5,Irish Pale Ale,4,4.5,Orval Trappist Ale,5.27,129,,4.2
4,4,4.5,Irish Pale Ale,4.5,4,Augustijn Blond,4.17,54453,,4.2
4,4,4.5,Irish Extra Stout,4,4,Hopback Entire Stout,5.55,5788,,4.1
4,3.5,4,Irish Lager,4,4,Samuel Adams Boston Lager,7.41,104,,3.9
4,4,4,Irish Red Ale,4,4,Starr Hill Amber Ale,5.97,29993,,4
3.5,3.5,3.5,Irish Pale Ale,4,4,Leffe Blonde,5.65,2137,,3.8
3.5,3,3.5,Irish Red Ale,3.5,3,Murphy's Irish Red Beer,6.05,913,,3.2
4,4,3.5,Irish Pale Ale,3.5,3.5,Leffe Blonde,4.54,2137,,3.6
3.5,3.5,4.5,Irish Pale Ale,3.5,3,Orval Trappist Ale,6.69,129,,3.5
3.5,2.5,3,Irish Lager,3.5,3.5,Samuel Adams Boston Lager,6.3,104,,3.2
3.5,3.5,4,Irish Lager,4,4,Trader Joe's Vienna Style Lager,5.59,21674,,3.9
3,3.5,2.5,Irish Pale Ale,2.5,3.5,Vapeur Vanille,5.15,8267,,3
4,4.5,4.5,Irish Pale Ale,4.5,4.5,Orval Trappist Ale,4.73,129,,4.5
4,3.5,4,Irish Pale Ale,4,3.5,Zinnebir,5.5,38705,,3.7
4,4.5,4,Irish Pale Ale,4,4,Orval Trappist Ale,7.8,129,,4.1
4.5,4.5,5,Irish Pale Ale,4.5,4.5,Orval Trappist Ale,5.05,129,,4.6
4,3.5,3.5,Irish Lager,4,4,Samuel Adams Boston Lager,8.02,104,,3.8
3.5,3,3,Irish Cream Ale,3.5,3.5,Genesee Irish Cream Ale,5.43,1376,,3.3
3.5,3.5,4,Irish Pale Ale,4,3.5,Leffe Blonde,5,2137,,3.7
3.5,3.5,3.5,Irish Red Ale,3.5,4,Samuel Adams Irish Red,6.56,38365,,3.7
4.5,4,4,Irish Cream Ale,3,4.5,Hale's Irish Cream Ale,5.35,2988,,3.9
4.5,3,4.5,Irish Lager,4,4,Samuel Adams Boston Lager,4.03,104,,3.9
4,2,3,Irish Lager,3,3,Dos Equis Amber Lager,4.83,171,,2.8
3.5,4.5,5,Irish Red Ale,4.5,4.5,Harpoon Celtic Ale,5.02,47298,,4.6
3,4,4,Irish Pale Ale,3,3.5,Leffe Blonde,6.68,2137,,3.6
4,4,5,Irish Extra Stout,4.5,3.5,Double Stout,6.27,7266,,4.2
3.5,3.5,4.5,Irish Dry Stout,3.5,3,Plain Porter,5.68,5682,,3.5
3,3,4.5,Irish Pale Ale,3.5,3,La Trappe Blond (Koningshoeven / Dominus),7.43,590,,3.4
3,3.5,4.5,Irish Red Ale,3,3.5,Porterhouse Red,6.56,5684,,3.5
3,3,3,Irish Lager,3.5,3.5,Samuel Adams Boston Lager,4.55,104,,3.3
3.5,4.5,4,Irish Pale Ale,4,4,Leffe Blonde,5.72,2137,,4.1
4.5,3,4.5,Irish Pale Ale,3.5,4,Orval Trappist Ale,5.25,129,,3.7
4.5,3.5,4,Irish Lager,4,4,Samuel Adams Boston Lager,5.94,104,,3.9
4,4,4,Irish Pale Ale,4,4,Leffe Blonde,6.78,2137,,4
3.5,3.5,3.5,Irish Lager,3.5,3.5,Trader Joe's Vienna Style Lager,5.78,21674,,3.5
4,3.5,3,Irish Lager,4,4,Dos Equis Amber Lager,6.81,171,,3.7
4.5,4.5,4.5,Irish Pale Ale,4.5,4.5,Bruegel Amber Ale,6.41,1645,,4.5
3.5,4,4.5,Irish Lager,3.5,4,Red Stallion,5.94,5547,,4
4.5,4.5,4,Irish Extra Stout,4.5,4,Oyster Stout,6.02,5094,,4.3
4.5,4,4,Irish Extra Stout,4,4.5,Jamesport Nitro Stout,7.75,25675,,4.2
4,4,3.5,Irish Pale Ale,4,4.5,Bruegel Amber Ale,6.44,1645,,4.1
4,3.5,3,Irish Cream Ale,3.5,3.5,Spotted Cow,4.71,1963,,3.4
4,3.5,3.5,Irish Cream Ale,4,4,Terrapin Golden Ale,5.51,9777,,3.8
3.5,4,4,Irish Pale Ale,3,4,Leffe Blonde,6.59,2137,,3.7
3.5,3.5,4,Irish Red Ale,3.5,3.5,Smithwick's Ale,6.88,1822,,3.6
4,3,3.5,Irish Pale Ale,3.5,4,Loft,5.61,5170,,3.5
4,3,4.5,Irish Lager,3.5,4,Samuel Adams Boston Lager,5.51,104,,3.7
4,4,4,Irish Red Ale,3.5,4,Irish Ale,3.16,3279,,3.9
4,3,3.5,Irish Cream Ale,4,4,Honey Irish Cream Ale,5.31,365,,3.7
4,3.5,4,Irish Dry Stout,3.5,3.5,Dry Stout,6.22,3277,,3.6
4,3.5,3,Irish Lager,3,3,Amber,6.27,5,,3.1
3.5,3.5,4,Irish Red Ale,3.5,3.5,Kilgubbin Red Ale,6.61,2778,,3.6
4.5,4,4.5,Irish Dry Stout,4.5,4.5,Onward Irish Stout,6.24,17094,,4.4
3.5,3.5,4,Irish Lager,4,4,Great Lakes Eliot Ness,6.25,229,,3.9
4.5,4,4,Irish Pale Ale,3.5,4,Bruegel Amber Ale,6.07,1645,,3.9
4.5,3,4,Irish Lager,4,4,Samuel Adams Boston Lager,7.13,104,,3.8
4.5,4,3.5,Irish Red Ale,3.5,4,Samuel Adams Irish Red,6.13,38365,,3.8
2.5,2,3.5,Irish Red Ale,1.5,3,Samuel Adams Irish Red,4.22,38365,,2.4
4,3.5,3,Irish Red Ale,4.5,4,Casco Bay RipTide Red Ale,6.11,714,,3.8
5,3,4,Irish Lager,3.5,4.5,Dos Equis Amber Lager,5.68,171,,3.8
4,4,4,Irish Extra Stout,4,4.5,Strike Out Stout,5.58,178,,4.2
4.5,4,4.5,Irish Pale Ale,4.5,4,Orval Trappist Ale,6.74,129,,4.2
4,4,4,Irish Lager,4,4,Harpoon Pott's Landbier (100 Barrel Series #32),5.64,58924,,4
4,3,4.5,Irish Pale Ale,3.5,4,Leffe Blonde,6.56,2137,,3.7
4,4,4.5,Irish Lager,4.5,4,Samuel Adams Boston Lager,5.69,104,,4.2
4,3.5,3.5,Irish Red Ale,4,4,Samuel Adams Irish Red,5.15,38365,,3.8
4,4.5,3,Irish Cream Ale,3,4,Sweet Action,7.14,22193,,3.7
3.5,3,4,Irish Lager,3,3.5,Dos Equis Amber Lager,6.34,171,,3.3
3,2,4.5,Irish Red Ale,2.5,3,Starr Hill Amber Ale,5.76,29993,,2.9
3,3.5,4,Irish Dry Stout,3.5,4,O'Hara's Irish Stout,5.45,1751,,3.7
3,3,4,Irish Red Ale,3,3.5,Harpoon Celtic Ale,7.17,47298,,3.3
3,2.5,3.5,Irish Lager,4,2.5,Blue Point Toasted Lager,5.62,2318,,3.1
2.5,3,4,Irish Lager,4,2.5,Amber,4.81,5,,3.3
2.5,3.5,3.5,Irish Lager,2,2,Samuel Adams Boston Lager,6.67,104,,2.6
4,3,3.5,Irish Pale Ale,4,4,Leffe Blonde,5.94,2137,,3.7
3,2.5,3,Irish Dry Stout,2.5,3,Murphy's Irish Stout,6.01,703,,2.7
5,4.5,4,Irish Cream Ale,4.5,5,Sunlight Irish Cream Ale,5.98,52194,,4.6
5,5,4.5,Irish Pale Ale,3.5,5,Orval Trappist Ale,5.63,129,,4.5
4.5,4,4.5,Irish Pale Ale,4.5,4,Rare Vos (Amber Ale),7.94,593,,4.2
5,4,5,Irish Red Ale,4,4.5,Caffrey's Irish Ale,7.13,825,,4.3
4.5,4,4.5,Irish Lager,4,4.5,Amber,6.62,5,,4.2
4.5,3.5,4.5,Irish Pale Ale,3.5,4.5,Belafonte,4.71,58029,,4
4.5,3,2,Irish Cream Ale,3,3,Genesee Irish Cream Ale,8.61,1376,,2.8
4.5,4,3.5,Irish Red Ale,3.5,4,Murphy's Irish Red Beer,5.61,913,,3.8
4.5,4,4.5,Irish Dry Stout,4.5,4.5,Murphy's Irish Stout,6.24,703,,4.4
4.5,3,3.5,Irish Red Ale,4,4,Smithwick's Ale,6.9,1822,,3.7
4,3.5,2,Irish Cream Ale,4,4,Summer Solstice Cerveza Crema,5.05,23506,,3.5
4,3.5,4.5,Irish Pale Ale,4,4,Hellekapelle,5.65,2578,,4
4,4,4.5,Irish Dry Stout,3.5,3.5,O'Hara's Irish Stout,6.07,1751,,3.8
4,3.5,4,Irish Lager,3.5,3.5,Samuel Adams Boston Lager,5.63,104,,3.6
4,4,3.5,Irish Pale Ale,3.5,4,Saranac Belgian Ale,5.08,26617,,3.8
3.5,3,3,Irish Lager,3,3.5,Dos Equis Amber Lager,5.76,171,,3.2
3.5,4,3.5,Irish Cream Ale,3.5,4,Honey Irish Cream Ale,4.73,365,,3.8
3.5,4,4,Irish Pale Ale,3,3.5,Leffe Blonde,6.59,2137,,3.6
3.5,4,4.5,Irish Pale Ale,3.5,4,Rare Vos (Amber Ale),5.74,593,,4
3,3,3.5,Irish Red Ale,3,3,Moling's Traditional Red Ale,4.68,1753,,3.1
3,4,3.5,Irish Dry Stout,3,3,Out Of Bounds Stout,6.38,1830,,3.3
2.5,3,3.5,Irish Pale Ale,2.5,2,Monkshine,3.38,23313,,2.6
4.5,3.5,4,Irish Lager,4,4.5,Wien,5.05,65508,,4
4.5,3.5,4,Irish Lager,4,3.5,Samuel Adams Boston Lager,4.28,104,,3.7
4,3,4,Irish Cream Ale,4,4,Brady's Bay Irish Cream Ale,5.18,62951,,3.8
4,3.5,4,Irish Red Ale,4,4,Maggie's Irish Red,6.93,76895,,3.9
4,3.5,4,Irish Dry Stout,4,4,Out Of Bounds Stout,5.37,1830,,3.9
4,3.5,4,Irish Cream Ale,4,4,Sweet Action,4.74,22193,,3.9
3.5,3.5,3.5,Irish Red Ale,3.5,3.5,Samuel Adams Irish Red,5.27,38365,,3.5
3.5,4,4.5,Irish Pale Ale,3,3.5,Orval Trappist Ale,7.11,129,,3.7
3.5,3.5,3.5,Irish Pale Ale,3.5,4,Maredsous 6 - Blonde,5.58,6972,,3.7
3.5,3,3.5,Irish Cream Ale,3.5,3.5,Irish Cream Ale,3.95,47457,,3.4
3,3,4,Irish Pale Ale,4,2.5,Hitachino Nipponia,5.08,61007,,3.3
2,2.5,4,Irish Dry Stout,1.5,2,Murphy's Irish Stout,6.24,703,,2.3
3.5,4,4.5,Irish Pale Ale,2.5,2,Leffe Blonde,5.72,2137,,3
4.5,4.5,4,Irish Pale Ale,4,4,R&D Golden Ale,6.23,51187,,4.1
4,4.5,4,Irish Lager,4.5,4.5,Samuel Adams Boston Lager,5.93,104,,4.4
1.5,2,1.5,Irish Cream Ale,1.5,2,Henry Weinhard's Blue Boar Ale,5.08,2765,,1.8
5,2.5,3.5,Irish Cream Ale,4,4.5,Terrapin Golden Ale,6.6,9777,,3.7
5,3,3.5,Irish Lager,3.5,4,Fat Cat Lager Beer,6.89,13772,,3.5
5,3,3.5,Irish Cream Ale,3,4,Spotted Cow,6.27,1963,,3.4
4.5,4,3.5,Irish Pale Ale,3,4,Raftman,5.54,793,,3.6
4.5,3.5,3,Irish Lager,3,4,Samuel Adams Boston Lager,4.88,104,,3.4
4.5,3.5,3.5,Irish Red Ale,4,4,Samuel Adams Irish Red,6.49,38365,,3.8
4,4.5,4,Irish Pale Ale,4,3.5,Orval Trappist Ale,5.6,129,,4
4,3,4,Irish Pale Ale,4.5,4,Flat Earth Belgian-Style Pale Ale,3.78,35339,,3.9
3.5,4,3.5,Irish Dry Stout,3,4,O'Hara's Irish Stout,4.11,1751,,3.6
3,3.5,4,Irish Extra Stout,3.5,3,Stout,8.77,41862,,3.4
2.5,4.5,4,Irish Pale Ale,3,2.5,Stone Soup,4.29,35281,,3.4
2.5,2,3.5,Irish Lager,4,2,FireBrick,4.99,2032,,2.8
2,1.5,4,Irish Lager,4,2,Great Lakes Eliot Ness,5.78,229,,2.8
4.5,4,4.5,Irish Cream Ale,4.5,4.5,Sweet Action,4.95,22193,,4.4
4.5,4,4.5,Irish Pale Ale,3.5,4,Devotion Ale,5.75,36539,,4
4,3.5,4,Irish Red Ale,4,4,Great Lakes Conway's Irish Ale,5.55,5096,,3.9
4,4,3,Irish Pale Ale,3.5,4,Liquid Gold,5.75,28179,,3.7
4,4,4.5,Irish Pale Ale,3.5,4,Orval Trappist Ale,4.61,129,,4
4,4,4,Irish Pale Ale,4,4,Rare Vos (Amber Ale),5.47,593,,4
4,4,3.5,Irish Red Ale,4,4,Thomas Hooker Irish Style Red Ale,5.78,7492,,3.9
3.5,3,4.5,Irish Lager,3.5,3,La Puténa,3.75,15903,,3.4
3.5,3,4,Irish Extra Stout,3.5,4,Stout,5.78,41862,,3.6
3.5,3.5,3,Irish Cream Ale,3,3.5,Thomas Hooker Blonde Ale,6.36,9801,,3.3
4.5,3.5,5,Irish Pale Ale,3.5,4,Orval Trappist Ale,7.21,129,,3.9
5,4,4.5,Irish Extra Stout,5,4,Belhaven Scottish Stout,4.73,48194,,4.4
5,4,4.5,Irish Lager,4.5,4,Great Lakes Eliot Ness,5.24,229,,4.2
4,4,4.5,Irish Lager,4.5,4.5,Samuel Adams Boston Lager,5.04,104,,4.4
4,4,4,Irish Red Ale,4,4,Samuel Adams Irish Red,5.73,38365,,4
4,3.5,4,Irish Red Ale,4,4,Starr Hill Amber Ale,4.99,29993,,3.9
4.5,3.5,5,Irish Red Ale,4,4.5,Red Trolley Ale,4.98,6428,,4.2
4,4,4,Irish Pale Ale,4,4,Leffe Blonde,6.89,2137,,4
4.5,4,4.5,Irish Pale Ale,4.5,4.5,Orval Trappist Ale,6.08,129,,4.4
4,4,3,Irish Pale Ale,4.5,4,La Trappe Blond (Koningshoeven / Dominus),5.86,590,,4
4,4,4,Irish Pale Ale,4,3.5,Leffe Blonde,7.16,2137,,3.8
4,2.5,4,Irish Pale Ale,4,4,Hell's Belle,6.06,35470,,3.7
4,5,4,Irish Pale Ale,4.5,4,Orval Trappist Ale,4.09,129,,4.4
3.5,4.5,4,Irish Dry Stout,4,3.5,Out Of Bounds Stout,6.17,1830,,4
4,4,3.5,Irish Lager,4.5,4,Samuel Adams Boston Lager,5.33,104,,4
3.5,1.5,4,Irish Cream Ale,3,2.5,Genesee Irish Cream Ale,5.72,1376,,2.7
4,3.5,3.5,Irish Dry Stout,2,4,O'Hara's Irish Stout,5.54,1751,,3.2
3,3,3,Irish Pale Ale,3,2.5,Eisenbahn S.A.P.A. (South American Pale Ale),5.19,33926,,2.8
4.5,4.5,5,Irish Lager,4.5,4.5,Great Lakes Eliot Ness,6.96,229,,4.6
4.5,3,3.5,Irish Cream Ale,3.5,4,Summer Solstice Cerveza Crema,5.86,23506,,3.5
4,3,4.5,Irish Red Ale,3.5,4,Great Lakes Conway's Irish Ale,6.63,5096,,3.7
4,4,4,Irish Lager,3.5,3.5,Samuel Adams Boston Lager,6.42,104,,3.7
4,4,4,Irish Cream Ale,4,4,Sunlight Irish Cream Ale,6.97,52194,,4
4,3.5,4,Irish Cream Ale,3.5,4,Valley City Irish Cream Ale,4.65,21257,,3.7
3.5,3.5,4,Irish Pale Ale,3.5,3.5,Palm / Palm Speciale,5.56,2823,,3.6
4.5,4,5,Irish Dry Stout,3.5,4,Murphy's Irish Stout,4.74,703,,4
4,4,4,Irish Pale Ale,4,4,Rare Vos (Amber Ale),6.42,593,,4
5,4,4.5,Irish Pale Ale,4.5,5,Orval Trappist Ale,5.15,129,,4.5
4,4,4,Irish Pale Ale,4,4.5,Rare Vos (Amber Ale),5.38,593,,4.2
3.5,3.5,4,Irish Pale Ale,4,3.5,Leffe Blonde,5.38,2137,,3.7
3.5,4.5,4,Irish Dry Stout,2.5,3,Murphy's Irish Stout,6.41,703,,3.4
4.5,4,4,Irish Red Ale,4.5,4,Great Lakes Conway's Irish Ale,5.08,5096,,4.1
4.5,5,4.5,Irish Pale Ale,4.5,4.5,Orval Trappist Ale,4.87,129,,4.6
4,4,4,Irish Pale Ale,4,4.5,Fleur,4.9,50276,,4.2
3.5,3,4,Irish Lager,3.5,3.5,Samuel Adams Boston Lager,5.8,104,,3.5
5,3.5,4,Irish Cream Ale,4,4.5,Sweet Action,6.79,22193,,4
4,4,4,Irish Pale Ale,3.5,4,Ommegang BPA (Belgian-style Pale Ale),5.05,56875,,3.9
3,2.5,4,Irish Lager,4,3,Harpoon Pott's Landbier (100 Barrel Series #32),7.03,58924,,3.3
3.5,4.5,4,Irish Pale Ale,3.5,3,Orval Trappist Ale,5.92,129,,3.7
3,4.5,4,Irish Dry Stout,3,4,Out Of Bounds Stout,6.59,1830,,3.8
5,3,4,Irish Cream Ale,4,4,Bennie's Brew,5.63,66421,,3.8
4.5,3.5,4.5,Irish Lager,4,4,Samuel Adams Boston Lager,5.96,104,,4
4.5,4,4,Irish Lager,3.5,4,Great Lakes Eliot Ness,7.34,229,,3.9
4.5,4,4,Irish Pale Ale,4,4.5,Never Mind The Bollekes!,5.82,47569,,4.2
4.5,4,4,Irish Pale Ale,4,4,Ommegang BPA (Belgian-style Pale Ale),6.31,56875,,4
4.5,3.5,4,Irish Pale Ale,3.5,4,Rare Vos (Amber Ale),8.41,593,,3.7
4.5,4,4,Irish Pale Ale,4,4,Saints' Devotion,6.4,46144,,4
4.5,4,4,Irish Pale Ale,4,3.5,Verboten,4.74,58482,,3.8
4.5,4,4,Irish Pale Ale,4,4,Fleur,3.5,50276,,4
4.5,3.5,4,Irish Pale Ale,4,4,Eisenbahn Pale Ale,7.09,19601,,3.9
4.5,3.5,4,Irish Cream Ale,4,4,Egg Nog,5.3,67119,,3.9
4.5,3.5,4.5,Irish Pale Ale,3.5,4,Duvel Single,6.15,45379,,3.8
4,3.5,3.5,Irish Pale Ale,4,4.5,Liquid Gold,5.25,28179,,4
4,3.5,4,Irish Dry Stout,4,3.5,Murphy's Irish Stout,6.67,703,,3.7
